sno,district,mandal,village,lat_gis,long_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
69,NALGONDA,Narketpalli,Narketpalli,79.19,17.20,274,Post-monsoon 2021,7.46,1085,694,0,390,50,2.58,68,55,57,7,96,49,440,1.18,C3S1,-1.00,P.S.
70,NALGONDA,Neredgomma,Kothapally,79.03,16.57,264,Post-monsoon 2021,7.77,1063,680,0,140,150,1.74,45,155,69,74,80,29,320,1.68,C3S1,-3.60,P.S.
71,NALGONDA,Neredgomma,Neradugomma,78.97,16.60,273,Post-monsoon 2021,7.33,845,541,0,150,90,1.06,41,120,62,3,88,19,300,1.56,C3S1,-3.00,P.S.
72,NALGONDA,Nidamanuru,Nidamanur,79.29,16.84,146,Post-monsoon 2021,7.60,1418,908,0,470,100,1.01,51,110,154,98,80,29,320,3.74,C3S1,3.00,U.S.
73,NALGONDA,Nidamanuru,Thummadam,79.43,16.81,125,Post-monsoon 2021,7.68,1047,670,0,320,60,1.11,17,140,67,3,120,29,420,1.42,C3S1,-2.00,P.S.
74,NALGONDA,P.A Pally,Angadipet,79.08,16.72,246,Post-monsoon 2021,7.39,1236,791,0,340,110,0.41,25,160,110,5,152,15,440,2.28,C3S1,-2.00,P.S.
75,NALGONDA,P.A Pally,Azmapur,79.08,16.60,171,Post-monsoon 2021,8.01,493,316,0,90,50,0.50,2,110,61,2.9,32,15,140,2.24,C2S1,-1.00,P.S.
76,NALGONDA,P.Kondaram,P.Kondaram,79.42,17.25,207,Post-monsoon 2021,7.26,2064,1321,0,370,490,0.15,1,15,304,36,48,63,380,6.78,C3S2,-0.20,P.S.
77,NALGONDA,Peddavoora,Peddavoora,79.19,16.74,192,Post-monsoon 2021,7.52,1619,1036,0,360,190,1.43,50,180,195,25,96,39,400,4.24,C3S1,-0.80,P.S.
78,NALGONDA,Peddavoora,Pulicherla,79.17,16.66,217,Post-monsoon 2021,7.35,846,541,0,160,90,0.78,27,125,75,1,96,10,280,1.94,C3S1,-2.40,P.S.
79,NALGONDA,Peddavoora,Velmaguda,79.18,16.78,172,Post-monsoon 2021,7.98,898,575,0,270,50,1.42,0.1,130,149,0.4,24,24,160,5.12,C3S1,2.20,MR
80,NALGONDA,Peddavoora,Vijayapuri North,79.29,16.58,151,Post-monsoon 2021,7.97,568,364,0,140,50,0.45,5,95,62,3,48,15,180,2.01,C2S1,-0.80,P.S.
81,NALGONDA,Shaligowraram,Baironibanda,79.30,17.30,259,Post-monsoon 2021,7.46,1254,803,0,260,200,0.50,19,95,59,6,176,19,520,1.12,C3S1,-5.20,P.S.
82,NALGONDA,Shaligowraram,P.Kondaram,79.42,17.25,207,Post-monsoon 2021,7.26,2064,1321,0,370,490,0.15,1,15,304,36,48,63,380,6.78,C3S2,-0.20,P.S.
83,NALGONDA,Shaligowraram,Vallala,79.39,17.24,225,Post-monsoon 2021,7.34,798,511,0,280,60,0.27,0.3,65,70,19,64,24,260,1.89,C3S1,0.40,P.S.
84,NALGONDA,Thiparthy,Pedda Suraram,79.36,17.10,206,Post-monsoon 2021,7.48,840,538,0,330,20,0.43,45,60,82,3,88,15,280,2.13,C3S1,1.00,P.S.
85,NALGONDA,Thiparthy,Thipparthy,79.42,17.01,172,Post-monsoon 2021,7.78,986,631,0,350,70,1.01,0.1,75,101,6,40,49,300,2.54,C3S1,1.00,P.S.
86,NALGONDA,Thiparthy,Mamidala,79.47,17.07,154,Post-monsoon 2021,7.36,2177,1393,0,390,270,1.48,173,200,190,38,112,88,640,3.27,C3S1,-5.00,P.S.
87,NALGONDA,Tirumalagiri(Sagar),Nellikal,79.30,16.65,195,Post-monsoon 2021,6.96,812,520,0,120,80,0.33,45,170,60,31,80,19,280,1.56,C3S1,-3.20,P.S.
88,NALGONDA,Vemulapally,Bommakal,79.52,17.03,146,Post-monsoon 2021,7.34,2824,1807,0,510,520,1.48,42,220,378,190,112,44,460,7.67,C4S2,1.00,P.S.
89,NALGONDA,Vemulapally,Settipalem,79.55,16.95,147,Post-monsoon 2021,8.03,2158,1381,0,530,270,1.71,34,235,295,77,72,68,460,5.98,C3S1,1.40,MR
1,NARAYANPET,Damargidda,Kanukurthy,77.47,16.89,596,Post-monsoon 2021,7.00,1953,1250,0,550,250,1.12,127,154,201,22,136,78,660,3.40,C3S1,-2.20,P.S.
2,NARAYANPET,DHANWADA ,DHANWADA ,77.66,16.64,,Post-monsoon 2021,8.03,1156,740,0,290,170,1.03,21,126,119,2,80,49,400,2.59,C3S1,-2.20,P.S.
3,NARAYANPET,Kosigi,Kosigi,77.71,16.98,509,Post-monsoon 2021,7.75,1430,915,0,260,290,0.96,116,68,121,2,144,58,600,2.15,C3S1,-6.80,P.S.
4,NARAYANPET,Krishna,Chegunta,77.32,16.47,,Post-monsoon 2021,7.42,3843,2460,0,390,830,0.18,434,218,188,39,336,199,1660,2.01,C4S1,-25.39,P.S.
5,NARAYANPET,Krishna,Hindhupur,77.35,16.42,,Post-monsoon 2021,7.92,1235,790,0,440,90,0.18,46,112,239,0.5,24,34,200,7.35,C3S1,4.80,U.S.
6,NARAYANPET,Maddur,Maddur,77.61,16.86,516,Post-monsoon 2021,8.21,1282,820,0,290,190,0.80,91,88,69,2,160,39,560,1.27,C3S1,-5.40,P.S.
7,NARAYANPET,Maganur,Maganur,77.43,16.45,331,Post-monsoon 2021,8.00,1628,1042,0,440,220,0.32,49,134,142,1,128,73,620,2.48,C3S1,-3.60,P.S.
8,NARAYANPET,Makthal,Makthal,77.50,16.50,362,Post-monsoon 2021,7.70,2385,1526,0,380,430,0.29,209,130,111,3,176,151,1060,1.48,C4S1,-13.59,P.S.
9,NARAYANPET,Marikal,Marikal,77.70,16.59,372,Post-monsoon 2021,8.12,1004,643,0,360,50,2.50,38,66,131,2,48,29,240,3.68,C3S1,2.40,MR
10,NARAYANPET,Narayanpet,Appireddypally  ,77.57,16.73,436,Post-monsoon 2021,8.19,1022,654,0,290,190,0.45,37,98,121,4,72,58,420,2.57,C3S1,-2.60,P.S.
11,NARAYANPET,Narayanpet,Kollampally,77.62,16.67,396,Post-monsoon 2021,8.28,989,633,0,490,80,1.09,19,44,167,1,40,49,300,4.19,C3S1,3.80,U.S.
12,NARAYANPET,Narayanpet,Kotakonda,77.64,16.75,500,Post-monsoon 2021,7.78,2890,1850,0,330,540,0.46,372,157,333,8,232,44,760,5.25,C4S2,-8.60,P.S.
13,NARAYANPET,Narayanpet,Narayanapet,77.48,16.74,416,Post-monsoon 2021,8.21,911,583,0,270,60,0.72,68,92,42,1,80,53,420,0.89,C3S1,-3.00,P.S.
14,NARAYANPET,Narva,Narva,77.66,16.47,340,Post-monsoon 2021,7.30,3341,2138,0,480,720,0.74,186,146,279,4,120,204,1140,3.59,C4S1,-13.19,P.S.
15,NARAYANPET,Utkoor,Pulimamidi,77.55,16.57,376,Post-monsoon 2021,7.75,2926,1873,0,300,460,0.45,437,302,296,10,168,112,880,4.34,C4S2,-11.60,P.S.
16,NARAYANPET,Utkoor,Utkoor,77.50,16.64,389,Post-monsoon 2021,8.21,4014,2569,0,480,1000,1.12,37,336,612,4,112,185,1040,8.25,C4S2,-11.19,P.S.
17,NARAYANPET,Utkoor,Chinnaporla,77.52,16.58,367,Post-monsoon 2021,8.29,397,254,0,200,30,0.40,1,26,57,3,40,10,140,2.09,C2S1,1.20,P.S.
1,NIRMAL,Dilawarpur,Dilawarpur,78.22,19.09,334,Post-monsoon 2021,7.77,361,231,0,110,30,3.13,13.7,19,33,1,16,19,120,1.31,C2S1,-0.20,P.S.
2,NIRMAL,Kadam,Kadam,78.78,19.10,218,Post-monsoon 2021,7.94,523,335,0,160,70,1.46,1.8,26,41,2,24,34,200,1.26,C2S1,-0.80,P.S.
3,NIRMAL,Khanapur,Khanapur,78.66,19.05,226,Post-monsoon 2021,7.63,420,269,0,110,60,0.57,32.0,23,39,1,24,24,160,1.34,C2S1,-1.00,P.S.
4,NIRMAL,Kubeer,Kubeer,77.95,19.25,378,Post-monsoon 2021,7.81,570,365,0,150,30,0.67,105.5,25,48,2,24,34,200,1.48,C2S1,-1.00,P.S.
5,NIRMAL,Kuntala,Kuntala,78.10,19.17,354,Post-monsoon 2021,8.06,722,462,0,170,100,1.25,62.4,31,63,3,32,44,260,1.70,C2S1,-1.80,P.S.
6,NIRMAL,Laxmanchanda,Laxmanchanda,78.46,19.02,301,Post-monsoon 2021,7.61,706,452,0,140,100,0.5,37.0,35,59,2,24,39,220,1.73,C2S1,-1.60,P.S.
7,NIRMAL,Lokeswaram,Abdullapur,78.04,18.97,325,Post-monsoon 2021,7.69,346,221,0,100,40,3.1,18.7,16,26,1,24,19,140,0.96,C2S1,-0.80,P.S.
8,NIRMAL,Lokeswaram,Lokeswaram,78.09,19.02,344,Post-monsoon 2021,7.88,623,399,0,120,90,0.38,33.2,36,51,3,32,29,200,1.57,C2S1,-1.60,P.S.
9,NIRMAL,Lokeswaram,Manmad,78.11,19.06,330,Post-monsoon 2021,8.11,1440,922,0,210,220,0.95,192.5,54,136,5,64,68,440,2.82,C3S1,-4.60,P.S.
10,NIRMAL,Mamada,Mamada,78.52,19.08,323,Post-monsoon 2021,7.92,1152,737,0,220,170,0.52,96.8,46,105,3,56,53,360,2.41,C3S1,-2.80,P.S.
11,NIRMAL,Mudhole,Mudhole,77.92,18.98,357,Post-monsoon 2021,7.66,758,485,0,190,80,1.42,55.2,37,69,2,32,39,240,1.94,C3S1,-1.00,P.S.
12,NIRMAL,Narsapur ,Narsapur,78.17,19.11,345,Post-monsoon 2021,7.81,424,271,0,150,50,0.28,7.0,19,31,1,24,29,180,1.00,C2S1,-0.60,P.S.
13,NIRMAL,Nirmal,Nirmal,78.34,19.09,324,Post-monsoon 2021,7.92,706,452,0,160,100,0.71,41.5,35,61,3,32,39,240,1.71,C2S1,-1.60,P.S.
14,NIRMAL,Pembi,Pembi,78.64,19.19,237,Post-monsoon 2021,8.03,539,345,0,110,70,0.53,78.9,24,26,3,24,44,240,0.73,C2S1,-2.60,P.S.
15,NIRMAL,Sarangapur,Beeravelly,78.26,19.14,333,Post-monsoon 2021,7.82,427,273,0,110,50,1.81,21.9,22,31,1,24,24,160,1.07,C2S1,-1.00,P.S.
16,NIRMAL,Sarangapur,Ponkur (Swarna),78.22,19.25,360,Post-monsoon 2021,7.89,416,266,0,110,40,1.17,41.1,23,31,1,24,24,160,1.07,C2S1,-1.00,P.S.
17,NIRMAL,Tanur,Bhosi,77.88,19.11,377,Post-monsoon 2021,8.08,464,297,0,130,40,0.47,34.6,26,37,2,24,24,160,1.27,C2S1,-0.60,P.S.
1,NIZAMABAD,Armoor,Macharla,78.19,18.85,,Post-monsoon 2021,7.64,1293,828,0,260,160,0.38,58,121,109,2,32,83,420,2.31,C3S1,-3.20,P.S.
2,NIZAMABAD,Armoor,perkit,78.32,18.81,349,Post-monsoon 2021,7.69,770,493,0,330,50,0.91,10,71,70,2,56,49,340,1.65,C3S1,-0.20,P.S.
3,NIZAMABAD,Bheemgal,Bheemgal,78.44,18.72,349,Post-monsoon 2021,6.99,546,349,0,180,30,0.39,4,74,49,2,56,15,200,1.51,C2S1,-0.40,P.S.
4,NIZAMABAD,Bheemgal,Gongoppula,78.43,18.64,,Post-monsoon 2021,7.22,1321,845,0,170,250,0.44,53,110,141,6,144,5,380,3.15,C3S1,-4.20,P.S.
5,NIZAMABAD,Bheemgal,Jagiryal,78.45,18.74,,Post-monsoon 2021,7.02,852,545,0,170,80,0.69,52,83,60,2,72,24,280,1.56,C3S1,-2.20,P.S.
6,NIZAMABAD,Bheemgal,Mendora,78.51,18.71,,Post-monsoon 2021,6.98,932,596,0,90,160,0.45,55,102,77,3,80,24,300,1.93,C3S1,-4.20,P.S.
7,NIZAMABAD,Bheemgal,Thallapally,78.56,18.66,,Post-monsoon 2021,7.27,339,217,0,100,20,0.52,25,60,34,1,32,15,140,1.24,C2S1,-0.80,P.S.
8,NIZAMABAD,Bodhan,Bodhan,77.89,18.67,361,Post-monsoon 2021,8.06,785,502,0,220,50,0.47,3,132,117,18,24,24,160,4.02,C3S1,1.20,P.S.
9,NIZAMABAD,Bodhan,Chinnamavandi,77.88,18.73,,Post-monsoon 2021,7.69,4627,2961,0,380,470,0.89,73,1146,664,7,160,117,880,9.73,C4S3,-10.00,P.S.
10,NIZAMABAD,Bodhan,Saloor,77.82,18.68,,Post-monsoon 2021,7.80,582,372,0,120,40,0.57,1,130,60,3,48,15,180,1.94,C2S1,-1.20,P.S.
11,NIZAMABAD,Darpally,Ramadugu,78.31,18.61,377,Post-monsoon 2021,7.72,692,443,0,200,40,1.34,1,95,65,1,48,24,220,1.90,C2S1,-0.40,P.S.
12,NIZAMABAD,Darpally,Honnajipet,78.39,18.53,,Post-monsoon 2021,8.40,698,447,10,270,10,1.83,11,83,89,2,32,29,200,2.75,C2S1,1.60,MR
13,NIZAMABAD,Dichpally,Yanampally,78.25,18.63,402,Post-monsoon 2021,8.02,448,287,0,140,10,0.59,7,85,22,2,32,29,200,0.68,C2S1,-1.20,P.S.
14,NIZAMABAD,Indalwai,Gannaram,78.23,18.51,446,Post-monsoon 2021,7.83,999,639,0,150,130,0.97,17,152,86,2,80,29,320,2.10,C3S1,-3.40,P.S.
15,NIZAMABAD,Jakrampally,Jakrampally,78.27,18.71,374,Post-monsoon 2021,7.74,625,400,0,230,20,0.59,26,52,34,2,40,39,260,0.92,C2S1,-0.60,P.S.
16,NIZAMABAD,Kammarapalli,Choutpalli,78.54,18.78,349,Post-monsoon 2021,7.26,924,591,0,310,40,0.62,41,57,55,2,40,58,340,1.29,C3S1,-0.60,P.S.
17,NIZAMABAD,Kammarapalli,Inayathnagar,78.56,18.71,,Post-monsoon 2021,6.89,1242,795,0,270,130,0.65,56,112,87,4,120,34,440,1.81,C3S1,-3.40,P.S.
18,NIZAMABAD,Kammarapalli,Kammarpally,78.52,18.83,,Post-monsoon 2021,6.84,694,444,0,200,40,0.68,54,87,53,2,80,19,280,1.37,C2S1,-1.60,P.S.
19,NIZAMABAD,Kotagiri,Kotagiri,77.83,18.58,368,Post-monsoon 2021,7.74,792,507,0,170,60,0.64,14,126,54,2,80,19,280,1.39,C3S1,-2.20,P.S.
20,NIZAMABAD,Kotagiri,Kallur,77.77,18.52,,Post-monsoon 2021,8.40,886,567,10,280,30,0.90,1,107,117,1,24,34,200,3.59,C3S1,1.80,MR
21,NIZAMABAD,Kotagiri,Takli,77.80,18.65,,Post-monsoon 2021,8.23,1910,1222,0,310,150,2.24,32,385,312,1,40,44,280,8.10,C3S2,0.60,P.S.
22,NIZAMABAD,Makloor,Madanapally,78.18,18.68,381,Post-monsoon 2021,8.04,950,608,0,290,70,1.23,11,68,62,2,80,34,340,1.46,C3S1,-1.00,P.S.
23,NIZAMABAD,Makloor,Makloor,78.12,18.75,359,Post-monsoon 2021,7.77,1292,827,0,180,190,0.73,92,159,82,1,112,58,520,1.56,C3S1,-6.80,P.S.
24,NIZAMABAD,Mendora,Mendora,78.40,18.95,,Post-monsoon 2021,8.32,995,637,10,230,80,1.10,54,93,91,3,48,44,300,2.28,C3S1,-1.20,P.S.
25,NIZAMABAD,Morthad,Morthad,78.45,18.83,328,Post-monsoon 2021,7.99,476,305,0,100,30,0.63,41,82,56,2,32,15,140,2.06,C2S1,-0.80,P.S.
26,NIZAMABAD,Mugpal,Manchippa,78.11,18.54,425,Post-monsoon 2021,7.57,1399,895,0,270,130,0.79,130,135,94,4,112,53,500,1.82,C3S1,-4.60,P.S.
27,NIZAMABAD,Mupkal,Mupkal,78.36,18.91,320,Post-monsoon 2021,7.73,779,499,0,150,90,0.69,35,84,62,3,48,34,260,1.67,C3S1,-2.20,P.S.
28,NIZAMABAD,Mupkal,Renjarla,78.41,18.89,,Post-monsoon 2021,7.79,603,386,0,200,40,0.72,23,61,29,1,64,29,280,0.76,C2S1,-1.60,P.S.
29,NIZAMABAD,Nandipet,Ailapoor,78.11,18.85,341,Post-monsoon 2021,7.89,1249,799,0,260,130,1.52,67,139,112,3,56,63,400,2.44,C3S1,-2.80,P.S.
30,NIZAMABAD,Nandipet,Badguni,78.14,18.93,,Post-monsoon 2021,6.97,1590,1018,0,300,210,1.13,37,162,78,1,112,88,640,1.35,C3S1,-6.80,P.S.
31,NIZAMABAD,Nandipet,Nutpally,78.22,18.94,326,Post-monsoon 2021,7.43,1481,948,0,120,220,0.62,113,179,111,13,144,24,460,2.25,C3S1,-6.80,P.S.
32,NIZAMABAD,Nandipet,Velmal,78.14,18.83,354,Post-monsoon 2021,7.72,1239,793,0,90,200,0.43,16,238,102,1,112,34,420,2.16,C3S1,-6.60,P.S.
33,NIZAMABAD,Navipet,Fakeerabad,77.84,18.54,385,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NIZAMABAD,Navipet,Nizampur,78.06,18.87,,Post-monsoon 2021,7.90,527,337,0,80,80,0.28,2,86,25,9,48,24,220,0.74,C2S1,-2.80,P.S.
35,NIZAMABAD,Navipet,Yemcha,77.97,18.85,,Post-monsoon 2021,7.93,738,472,0,190,40,1.92,2,134,99,1,56,10,180,3.21,C2S1,0.20,P.S.
36,NIZAMABAD,Nizamabad,Arsapally,78.07,18.69,378,Post-monsoon 2021,7.04,1522,974,0,340,190,0.83,29,147,78,3,64,112,620,1.37,C3S1,-5.60,P.S.
37,NIZAMABAD,Nizamabad Rural,Malkapur,78.01,18.59,,Post-monsoon 2021,8.10,588,376,0,150,30,1.19,10,102,50,1,72,5,200,1.54,C2S1,-1.00,P.S.
38,NIZAMABAD,Renjal,Dupally,77.99,18.73,363,Post-monsoon 2021,8.16,1419,908,0,310,150,0.69,35,174,98,89,80,53,420,2.07,C3S1,-2.20,P.S.
39,NIZAMABAD,Renjal,Satapoor,77.93,18.75,339,Post-monsoon 2021,7.75,591,378,0,120,50,1.06,21,111,38,5,64,19,240,1.08,C2S1,-2.40,P.S.
40,NIZAMABAD,Rudrur,Rayakur,77.86,18.61,365,Post-monsoon 2021,7.85,1081,692,0,170,180,1.42,30,135,80,4,48,73,420,1.70,C3S1,-5.00,P.S.
41,NIZAMABAD,Sirikonda,Cheemanpally,78.56,18.57,,Post-monsoon 2021,7.75,1093,700,0,260,140,0.39,54,107,79,5,144,19,440,1.64,C3S1,-3.60,P.S.
42,NIZAMABAD,Sirikonda,Gadkole,78.43,18.53,,Post-monsoon 2021,7.93,1643,1052,0,360,100,1.32,4,320,201,2,72,58,420,4.26,C3S1,-1.20,P.S.
43,NIZAMABAD,Sirikonda,Pakala,78.50,18.53,,Post-monsoon 2021,7.76,995,637,0,290,70,0.49,45,71,44,6,104,34,400,0.95,C3S1,-2.20,P.S.
44,NIZAMABAD,Sirikonda,Peddavolgote,78.43,18.60,370,Post-monsoon 2021,7.93,442,283,0,140,40,0.25,5,57,37,3,40,19,180,1.18,C2S1,-0.80,P.S.
45,NIZAMABAD,Sirikonda,Sirikonda,78.48,18.54,,Post-monsoon 2021,8.01,690,442,0,310,10,0.65,6,16,67,2,24,34,200,2.07,C2S1,2.20,MR
46,NIZAMABAD,Sirikonda,Thumpally,78.48,18.49,,Post-monsoon 2021,7.35,883,565,0,260,70,0.65,19,43,57,2,64,34,300,1.44,C3S1,-0.80,P.S.
47,NIZAMABAD,Tadvai,Aragonda,78.27,18.23,564,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NIZAMABAD,Vailpoor,Ankushpur,78.40,18.81,323,Post-monsoon 2021,7.08,880,563,0,130,110,0.51,55,117,72,3,64,34,300,1.80,C3S1,-3.40,P.S.
49,NIZAMABAD,Vailpoor,Vailpoor,78.39,18.77,336,Post-monsoon 2021,7.24,840,538,0,230,50,0.89,45,86,70,2,16,58,280,1.82,C3S1,-1.00,P.S.
50,NIZAMABAD,Varni,Rudrur,77.89,18.59,361,Post-monsoon 2021,7.57,1899,1215,0,100,330,0.48,129,274,200,20,96,63,500,3.88,C3S1,-8.00,P.S.
51,NIZAMABAD,Varni,Jalalpur,77.98,18.49,,Post-monsoon 2021,7.35,897,574,0,150,90,0.64,31,142,33,3,56,58,380,0.74,C3S1,-4.60,P.S.
52,NIZAMABAD,Varni,Varni,77.90,18.54,379,Post-monsoon 2021,7.14,1088,696,0,420,50,0.99,9,90,54,1,72,73,480,1.07,C3S1,-1.20,P.S.
53,NIZAMABAD,Yedapalli,Yedapalli,77.95,18.68,364,Post-monsoon 2021,7.77,998,639,0,300,50,0.89,33,115,100,2,40,49,300,2.51,C3S1,0.00,P.S.
54,NIZAMABAD,Yergatla,Yergatla,78.49,18.90,,Post-monsoon 2021,7.92,996,637,0,150,140,0.39,52,110,77,2,72,39,340,1.82,C3S1,-3.80,P.S.
1,PEDDAPALLY,Antergaon,Goliwada,79.42,18.84,136,Post-monsoon 2021,8.69,1051,673,40,260,140,0.51,46.3,11,158,3,24,24,160,5.43,C3S1,2.80,U.S.
2,PEDDAPALLY,Dharmaram,Dharmaram,79.19,18.75,218,Post-monsoon 2021,8.66,717,459,50,130,80,0.89,74.5,25,95,4,16,19,120,3.77,C2S1,1.20,P.S.
3,PEDDAPALLY,Dharmaram,Khilavanparthy,79.28,18.70,206,Post-monsoon 2021,7.98,1576,1009,0,300,200,0.78,151.0,66,136,2,16,107,480,2.70,C3S1,-3.60,P.S.
4,PEDDAPALLY,Eligedu,Eligedu,79.26,18.55,250,Post-monsoon 2021,7.84,932,596,0,230,120,0.82,1.0,44,42,1,24,73,360,0.96,C3S1,-2.60,P.S.
5,PEDDAPALLY,Julapalli,Julapalli,79.25,18.62,248,Post-monsoon 2021,8.02,1765,1130,0,220,240,0.13,283.9,86,208,25,64,58,400,4.52,C3S1,-3.60,P.S.
6,PEDDAPALLY,Kamanpur,Rompikunta,79.48,18.67,172,Post-monsoon 2021,7.86,915,586,0,280,100,0.24,1.2,31,25,3,16,88,400,0.54,C3S1,-2.40,P.S.
7,PEDDAPALLY,Manthani,Eglaspur,79.69,18.65,119,Post-monsoon 2021,8.24,758,485,0,190,110,1.33,15.5,24,77,2,40,29,220,2.26,C3S1,-0.60,P.S.
8,PEDDAPALLY,Manthani,Gunjapadugu,79.60,18.69,143,Post-monsoon 2021,8.19,1265,810,0,300,150,0.33,60.2,47,125,4,16,73,340,2.95,C2S1,-0.80,P.S.
9,PEDDAPALLY,Manthani,Khansaipet,79.73,18.67,173,Post-monsoon 2021,8.12,599,383,0,130,90,0.42,5.0,14,54,4,24,24,160,1.86,C4S1,-0.60,P.S.
10,PEDDAPALLY,Manthani,Manthani ,79.67,18.64,117,Post-monsoon 2021,8.26,2292,1467,0,650,250,5.20,48.1,67,298,124,64,49,360,6.83,C2S1,5.80,U.S.
11,PEDDAPALLY,Manthani,Venkatapur,79.80,18.65,130,Post-monsoon 2021,8.49,534,342,30,160,50,1.35,19.7,6,71,2,16,24,140,2.61,C3S1,1.00,P.S.
12,PEDDAPALLY,Mutharam (Man),Khammampally,79.70,18.56,141,Post-monsoon 2021,8.31,773,495,20,170,120,0.14,16.1,5,96,3,32,24,180,3.11,C3S1,0.20,P.S.
13,PEDDAPALLY,Odella,Odella,79.46,18.45,210,Post-monsoon 2021,8.03,848,543,0,150,130,0.91,83.5,21,82,5,56,24,240,2.30,C3S1,-1.80,P.S.
14,PEDDAPALLY,Peddapalli,Peddapalli,79.39,18.60,216,Post-monsoon 2021,8.24,1882,1204,0,190,430,1.27,57.8,72,178,15,32,107,520,3.39,C3S1,-6.60,P.S.
15,PEDDAPALLY,Ramagundam,Palakurthy,79.38,18.72,186,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,PEDDAPALLY,Ramagundam,Ramagundam,79.51,18.76,137,Post-monsoon 2021,8.18,1220,781,0,300,140,1.33,66.2,71,116,3,16,83,380,2.59,C2S1,-1.60,P.S.
17,PEDDAPALLY,Srirampuram,Srirampuram,79.53,18.48,174,Post-monsoon 2021,8.23,525,336,0,110,80,0.41,20.7,18,62,4,16,19,120,2.46,C2S1,-0.20,P.S.
1,RANGAREDDY,Chevella,Alur,78.06,17.32,641,Post-monsoon 2021,7.81,452,289,0,170,20,0.29,25,26,12,2,56,19,220,0.36,C2S1,-1.00,P.S.
2,RANGAREDDY,Amangal,Amangal,78.54,16.84,554,Post-monsoon 2021,7.77,1899,1215,0,360,310,0.64,51,128,136,4,136,83,680,2.26,C3S1,-6.40,P.S.
3,RANGAREDDY,Shabad,Antharam,78.78,17.05,622,Post-monsoon 2021,7.61,964,617,0,230,80,0.45,80,134,92,76,80,15,260,2.48,C3S1,-0.60,P.S.
4,RANGAREDDY,Balapur,Balapur (Leninnagar),78.45,17.25,584,Post-monsoon 2021,7.28,1257,804,0,320,110,0.68,40,132,106,2,112,29,400,2.30,C3S1,-1.60,P.S.
5,RANGAREDDY,Abdullapurmet,Batasingaram,78.74,17.30,402,Post-monsoon 2021,8.01,1072,686,0,260,120,2.39,4,146,106,2,64,49,360,2.43,C3S1,-2.00,P.S.
6,RANGAREDDY,Kondurgu,Bhairampally,78.08,17.12,646,Post-monsoon 2021,7.87,806,516,0,320,20,1.14,71,31,84,1,80,15,260,2.27,C3S1,1.20,P.S.
7,RANGAREDDY,Manchal,Bodakonda,78.77,17.06,450,Post-monsoon 2021,7.64,865,554,0,390,30,2.12,36,60,73,0.4,80,44,380,1.63,C3S1,0.20,P.S.
8,RANGAREDDY,Chevella,Dharmasagar,78.15,17.34,619,Post-monsoon 2021,8.01,652,417,0,240,30,0.26,36,32,21,1,56,39,300,0.53,C2S1,-1.20,P.S.
9,RANGAREDDY,Ibrahimpatnam,Elimenadu,78.60,17.15,537,Post-monsoon 2021,7.54,1010,646,0,400,50,1.02,32,47,44,2,112,39,440,0.92,C3S1,-0.80,P.S.
10,RANGAREDDY,Serilingampally,Gachibowli,78.37,17.43,569,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,RANGAREDDY,Madgula,Irvin,78.72,16.78,360,Post-monsoon 2021,7.66,3276,2097,0,550,570,2.03,259,119,381,71,96,122,740,6.09,C4S2,-3.80,P.S.
12,RANGAREDDY,Kadthal,Kadthal,78.52,16.98,303,Post-monsoon 2021,7.08,594,380,0,170,30,0.40,67,44,24,2,80,15,260,0.65,C2S1,-1.80,P.S.
13,RANGAREDDY,Kandukur,Kandukur,78.48,17.08,622,Post-monsoon 2021,7.34,876,561,0,310,20,1.30,42,71,48,1,80,34,340,1.13,C3S1,-0.60,P.S.
14,RANGAREDDY,Kadthal,Karkalpad,78.53,16.93,570,Post-monsoon 2021,6.88,295,189,0,90,10,0.52,12,33,14,0.3,40,5,120,0.56,C2S1,-0.60,P.S.
15,RANGAREDDY,Keshampet,Keshampet,78.33,16.94,565,Post-monsoon 2021,7.43,430,275,0,110,50,0.35,31,27,22,9,64,5,180,0.71,C2S1,-1.40,P.S.
16,RANGAREDDY,Moinabad,Kethereddipally,78.22,17.28,572,Post-monsoon 2021,7.50,1868,1196,0,390,280,0.24,67,180,139,81,160,58,640,2.39,C3S1,-5.00,P.S.
17,RANGAREDDY,Ibrahimpatnam,Kongarkalan,78.55,17.20,554,Post-monsoon 2021,7.65,900,576,0,380,10,1.23,30,41,35,3,56,58,380,0.79,C3S1,0.002,P.S.
18,RANGAREDDY,Kothur,Kothur,78.29,17.16,572,Post-monsoon 2021,7.25,1826,1169,0,380,280,0.47,82,103,212,1.8,192,5,500,4.11,C3S1,-2.40,P.S.
